	7393_RAJ6744A1	7393_RAJ6744A10	7393_RAJ6744A11	7393_RAJ6744A12	7393_RAJ6744A13	7393_RAJ6744A14	7393_RAJ6744A15	7393_RAJ6744A2	7393_RAJ6744A4	7393_RAJ6744A5	7393_RAJ6744A6	7393_RAJ6744A7	7393_RAJ6744A8	7393_RAJ6744A9
ENSG00000230112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204682	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000222071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180592	0	1	0	1	0	0	0	0	2	0	0	2	0	0
ENSG00000078403	174	203	98	150	227	71	130	31	233	32	149	209	71	162
ENSG00000207347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223984	122	42	32	35	79	55	22	81	132	45	46	116	67	44
ENSG00000201390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136770	327	172	221	178	275	191	127	217	339	205	250	257	198	317
ENSG00000252634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227462	0	0	0	1	0	0	0	0	1	1	0	0	0	0
ENSG00000279631	0	1	0	0	1	0	0	1	0	1	6	0	4	9
ENSG00000261671	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000233318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148444	281	275	198	149	384	231	175	102	189	69	76	211	146	89
ENSG00000269897	460	329	132	194	400	215	211	112	359	104	264	359	148	332
ENSG00000168283	539	340	127	214	394	118	193	89	520	125	439	490	168	506
ENSG00000272516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077327	0	0	0	2	6	6	0	0	1	1	0	0	0	0
ENSG00000233451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150867	1867	1731	1459	1039	1312	651	869	1057	2298	1106	2925	2269	1363	2303
ENSG00000279819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148450	134	227	123	141	195	108	187	53	110	58	135	124	55	130
ENSG00000229932	678	517	563	602	771	852	729	565	706	486	772	739	538	854
ENSG00000252049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179133	0	0	2	0	1	1	2	0	0	0	1	0	0	1
ENSG00000227537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224215	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165312	735	163	21027	1226	297	13381	1299	10698	505	7942	5091	616	31007	6851
ENSG00000120549	0	2	4	7	1	3	5	3	4	2	1	0	0	0
ENSG00000223928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277563	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000207930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107863	397	522	355	151	200	117	137	321	537	305	328	472	250	341
ENSG00000199535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099256	25	38	56	1	82	56	6	14	16	14	3	14	9	3
ENSG00000228667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240294	1	2	0	0	0	0	2	1	1	0	1	1	0	1
ENSG00000273107	0	1	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185875	40	13	4	6	21	3	2	4	38	3	0	30	0	0
ENSG00000231422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151025	0	0	2	0	0	0	4	0	0	0	0	0	0	0
ENSG00000274242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227465	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280809	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271563	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000223019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077420	3105	2165	1091	1173	1075	606	626	1124	4083	1140	2323	2525	1391	868
ENSG00000199733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233261	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227932	0	0	7	0	1	2	0	0	0	0	0	0	0	1
ENSG00000279212	0	0	10	0	1	2	0	0	0	0	0	0	0	0
ENSG00000148459	113	71	914	46	111	317	21	330	94	382	68	105	692	41
ENSG00000234788	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000235843	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000136754	2805	2356	5154	3028	2363	2550	2525	3233	2898	3287	3911	3604	4389	3742
ENSG00000223027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107890	58	35	34	35	15	5	5	27	77	29	57	39	22	23
ENSG00000199855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136758	3048	2496	2905	2296	3004	2501	2403	2175	3023	1771	2952	2528	2007	2936
ENSG00000120539	232	100	374	155	182	186	110	639	176	522	263	152	413	364
ENSG00000252639	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000107897	786	534	317	327	526	256	264	246	852	240	675	758	347	950
ENSG00000251839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262412	0	1	2	2	0	0	0	0	0	0	0	0	0	0
ENSG00000230445	0	8	4	2	1	0	0	0	2	0	0	0	0	0
ENSG00000238021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182077	1	0	0	0	0	0	0	0	0	0	0	2	2	0
ENSG00000099246	1824	1231	1815	949	1633	1513	986	1037	1955	999	1559	1738	1192	1606
ENSG00000150051	0	0	0	0	0	0	0	1	2	0	0	1	0	0
ENSG00000230500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251810	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169126	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150054	2	1	0	2	1	0	4	0	2	1	16	3	0	36
ENSG00000275036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282996	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224439	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254635	125	176	122	97	148	103	147	44	238	57	174	84	26	71
ENSG00000095787	2136	1972	2655	1904	1472	1076	1348	1375	2220	1219	3102	1908	1389	3150
ENSG00000252401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095739	0	33	1271	863	96	484	194	56	4	22	3	2	66	25
ENSG00000236716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204365	0	0	12	3	0	1	0	2	0	0	0	0	0	1
ENSG00000199402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224597	296	234	670	242	4	7	4	202	309	191	314	287	216	372
ENSG00000274985	75	71	163	79	1	0	1	61	88	41	68	79	54	104
ENSG00000197321	35	21	47	31	18	10	34	70	51	77	46	64	41	64
ENSG00000207612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165757	0	7	25	23	2	1	9	0	0	0	86	0	1	76
ENSG00000200887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259994	2	4	2	2	3	1	0	4	5	3	5	1	0	0
ENSG00000107951	288	164	219	128	227	195	93	149	402	180	156	272	140	101
ENSG00000250833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214434	0	1	0	0	0	0	0	0	0	3	0	2	0	1
ENSG00000235679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224473	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000107968	151	162	26605	2995	139	14680	933	9350	114	10937	1734	187	13313	2606
ENSG00000213778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228800	0	2	0	0	0	0	0	15	0	1	0	0	7	2
ENSG00000239744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234814	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000230720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183621	444	128	57	152	60	30	123	112	558	141	354	613	159	360
ENSG00000272914	5	0	1	1	1	2	0	2	10	8	11	4	6	5
ENSG00000237135	4	2	0	0	0	0	0	2	7	1	2	2	3	1
ENSG00000272381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237036	0	9	3	2	4	0	8	1	7	0	2	4	2	2
ENSG00000252479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148516	28	39	43	14	33	14	40	11	54	14	28	41	18	21
ENSG00000230397	11	8	0	6	14	3	5	5	7	6	11	11	6	2
ENSG00000223834	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237797	4	13	12	3	19	7	3	0	4	1	0	6	4	0
ENSG00000222412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165322	172	302	68	194	340	25	229	7	251	8	247	142	21	298
ENSG00000231148	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000230240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170759	4569	4232	5008	4141	2955	2377	2408	2731	5054	2614	5683	3724	2959	5482
ENSG00000206660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234335	96	99	0	29	520	507	74	54	163	100	43	49	48	16
ENSG00000235113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217094	0	0	0	0	1	0	1	0	2	1	0	0	0	1
ENSG00000233190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227253	41	53	47	78	38	20	31	30	56	35	90	61	40	110
ENSG00000120616	311	347	376	398	233	181	247	218	351	184	574	352	214	693
ENSG00000226842	1	0	0	0	0	0	0	1	1	1	0	0	0	1
ENSG00000233825	0	0	2	1	2	0	0	3	2	0	0	2	2	3
ENSG00000229327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216937	171	142	140	132	258	194	129	95	122	70	156	114	85	120
ENSG00000231245	161	140	137	129	257	192	127	92	119	68	156	110	84	118
ENSG00000273038	9	2	7	5	7	4	1	5	20	2	19	16	4	8
ENSG00000150093	14698	9795	13733	14762	11425	11243	15476	10131	15462	8963	27262	13411	10787	19503
ENSG00000228816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229656	1	0	0	1	1	2	0	0	0	0	0	0	0	1
ENSG00000234163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235962	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000233387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099250	31107	43646	21010	20877	27539	11721	19381	13320	46501	15062	17038	28589	13407	7294
ENSG00000238258	3280	5341	2642	2398	2954	1400	2057	1580	5082	1686	1823	3243	1656	809
ENSG00000244356	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273012	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148498	0	4	14	8	16	18	17	1	1	0	2	0	1	4
ENSG00000199200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213724	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108094	563	513	387	327	571	355	299	280	587	265	490	556	352	430
ENSG00000266228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095794	1057	2683	1442	623	3359	1381	1226	653	866	319	402	1076	475	568
ENSG00000253054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269952	5	12	4	1	10	13	6	7	4	3	4	5	8	7
ENSG00000233200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108100	1017	1108	954	668	1162	722	631	596	1130	539	685	1213	776	617
ENSG00000200097	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271335	1	0	7	2	4	0	0	0	5	0	1	1	0	1
ENSG00000273312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177283	3	2	7	5	9	24	7	1	4	1	4	0	6	3
ENSG00000284265	0	1	1	0	0	3	0	0	0	0	0	0	2	0
ENSG00000226646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229644	1715	443	27176	23666	1724	25604	25559	33948	1316	25243	35122	2053	27935	46662
ENSG00000207271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225355	0	27	0	1	1	0	1	0	2	0	0	0	0	0
ENSG00000148513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237970	1	3	0	1	3	0	3	1	0	1	0	1	0	0
ENSG00000236313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226578	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000198105	30	14	8	10	0	0	0	7	48	3	23	27	4	15
ENSG00000260137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225192	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236514	0	0	4	0	0	0	0	1	0	0	0	0	0	0
ENSG00000151963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175395	165	87	84	68	120	62	55	80	156	78	118	141	117	90
ENSG00000226447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189180	374	329	267	167	211	101	114	156	663	221	322	437	152	284
ENSG00000252132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226086	12	52	0	3	32	33	2	9	28	21	8	18	15	7
ENSG00000235964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000075407	205	95	31	86	62	28	39	78	332	87	276	209	81	206
ENSG00000283930	5	5	0	4	1	2	2	2	14	5	11	7	4	6
ENSG00000272983	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225965	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099251	1	1	0	0	0	0	0	0	1	0	1	0	1	0
ENSG00000120555	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276805	4	1	0	3	0	0	0	0	3	1	7	0	0	1
ENSG00000222314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233867	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215146	1	10	0	2	0	0	0	0	2	1	0	0	0	0
ENSG00000182632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185904	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234420	15	14	14	18	4	5	4	7	25	8	38	10	2	22
ENSG00000270762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233837	49	39	0	3	38	29	5	14	24	19	4	15	14	9
ENSG00000196693	72	61	23	53	61	21	33	7	85	7	49	68	16	65
ENSG00000277479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234864	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165733	493	284	166	236	301	119	125	240	618	263	318	412	294	158
ENSG00000252416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165731	3	2	0	6	5	3	6	6	2	6	40	4	2	29
ENSG00000273008	0	1	0	0	0	0	0	1	1	1	1	1	6	0
ENSG00000169826	1732	903	2007	2315	1016	1113	1982	1934	2231	2093	5657	2090	3264	5911
ENSG00000198915	1	0	2	7	1	1	3	0	3	2	3	1	2	4
ENSG00000224265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169813	3900	4651	4297	2773	5132	3164	2353	2249	4003	2253	1900	3594	3049	2045
ENSG00000221400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230555	9	14	0	7	3	3	5	4	13	4	13	10	1	3
ENSG00000243660	5	11	16	39	13	3	19	0	8	4	39	11	3	49
ENSG00000252532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196793	2	1	0	4	3	0	1	0	2	0	0	0	0	0
ENSG00000232004	73	98	0	37	55	31	37	26	140	20	73	46	26	31
ENSG00000198298	31	2	9	1	10	2	3	1	25	2	2	22	4	0
ENSG00000223910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169740	130	119	47	68	209	60	92	21	94	20	53	88	32	25
ENSG00000226245	28	26	10	19	43	12	14	7	24	2	11	19	3	6
ENSG00000230565	9	9	0	6	7	3	5	0	6	1	1	4	3	0
ENSG00000228426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234973	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
